BoreholeID,IntervalTop_Depth,IntervalBase_Depth,HydrostratigraphicUnit
23427, ---,63.57,Salinas aquitard
23431,143.28,196.62,180ft aquifer
23431,196.62,397.85,Middle aquitard
23431,397.85, ---,400ft aquifer
23431, ---,143.28,Salinas aquitard
23434,128.09,245.37,180ft aquifer
23434,245.37,277.13,Middle aquitard
23434,277.13, ---,400ft aquifer
23434, ---,128.09,Salinas aquitard
23440,63.7,137.29,180ft aquifer
23440,137.29,328.35,Middle aquitard
23440,328.35,415.53,400ft aquifer
23440,415.53, ---,Deep aquitard
23440, ---,63.7,Salinas aquitard
23480,200.82,244.36,Salinas aquitard
23480,244.36,327.07,180ft aquifer
23480,327.07,418.49,Middle aquitard
23480,418.49,596.52,400ft aquifer
23480,596.52, ---,Deep aquitard
23480, ---,200.82,Shallow aquifer
23484,34.6,147.71,Salinas aquitard
23484,147.71,279.76,180ft aquifer
23484,279.76,371.98,Middle aquitard
23484,371.98, ---,400ft aquifer
23484, ---,34.6,Shallow aquifer
23485,135.72,175.63,Salinas aquitard
23485,175.63,266.22,180ft aquifer
23485,266.22,388.7,Middle aquitard
23485,388.7,499.98,400ft aquifer
23485,499.98, ---,Deep aquitard
23485, ---,135.72,Shallow aquifer
23486,83.26,127.91,Salinas aquitard
23486,127.91, ---,180ft aquifer
23486, ---,83.26,Shallow aquifer
23524,58.81, ---,Salinas aquitard
23524, ---,58.81,Shallow aquifer
23545,164.71,191.74,180ft aquifer
23545,191.74,344.2,Middle aquitard
23545,344.2, ---,400ft aquifer
23545, ---,164.71,Salinas aquitard
23551,176.63,223.75,Salinas aquitard
23551,223.75,335.24,180ft aquifer
23551,335.24,475.58,Middle aquitard
23551,475.58, ---,400ft aquifer
23551, ---,176.63,Shallow aquifer
23607,93.82,130.36,180ft aquifer
23607,130.36,166.01,Middle aquitard
23607,166.01, ---,400ft aquifer
23607, ---,93.82,Salinas aquitard
23654,18.3,79.09,Salinas aquitard
23654,79.09,186.43,180ft aquifer
23654,186.43,313.31,Middle aquitard
23654,313.31, ---,400ft aquifer
23654, ---,18.3,Shallow aquifer
23657,95.36,188.3,Salinas aquitard
23657,188.3, ---,180ft aquifer
23657,431.75,675.26,400ft aquifer
23657,675.26,756.43,Deep aquitard
23657,756.43, ---,Paso Robles
23657, ---,431.75,Middle aquitard
23657, ---,95.36,Shallow aquifer
23814,136.78,217.22,Salinas aquitard
23814, ---,136.78,Shallow aquifer
23815,43.74,163.66,180ft aquifer
23815,163.66, ---,Middle aquitard
23815, ---,43.74,Salinas aquitard
23819,17.59,42.37,Salinas aquitard
23819,42.37, ---,180ft aquifer
23819, ---,17.59,Shallow aquifer
23821,40.34,118.92,Salinas aquitard
23821,118.92, ---,180ft aquifer
23821, ---,40.34,Shallow aquifer
23823,26.82,98.04,Salinas aquitard
23823,98.04,127.72,180ft aquifer
23823,127.72, ---,Middle aquitard
23823, ---,26.82,Shallow aquifer
23825,29.42,121.51,Salinas aquitard
23825,121.51, ---,180ft aquifer
23825, ---,29.42,Shallow aquifer
23826,80.24,130.35,Salinas aquitard
23826,130.35, ---,180ft aquifer
23826, ---,80.24,Shallow aquifer
23827,77.15,143.2,Salinas aquitard
23827,143.2, ---,180ft aquifer
23827, ---,77.15,Shallow aquifer
23829,52.96,140.23,Salinas aquitard
23829,140.23,245.78,180ft aquifer
23829,245.78, ---,Middle aquitard
23829, ---,52.96,Shallow aquifer
23834,27.1,40.95,Shallow aquifer
23834,40.95, ---,Salinas aquitard
23846,42.65,53.47,Shallow aquifer
23846,53.47, ---,Salinas aquitard
23870,253.27,458.86,400ft aquifer
23870,458.86, ---,Deep aquitard
23870, ---,253.27,Middle aquitard
23890,119.84,167.88,400ft aquifer
23890,167.88,507.9,Deep aquitard
23890,507.9, ---,Paso Robles
23890, ---,119.84,Middle aquitard
23896,27.46,145.06,180ft aquifer
23896,145.06,282.9,Middle aquitard
23896,282.9,455.21,400ft aquifer
23896,455.21, ---,Deep aquitard
23896, ---,27.46,Salinas aquitard
23914,71.41, ---,180ft aquifer
23914, ---,71.41,Salinas aquitard
23918,54.43, ---,180ft aquifer
23918, ---,54.43,Salinas aquitard
23930,190.03,371.08,180ft aquifer
23930,371.08, ---,Middle aquitard
23930, ---,190.03,Salinas aquitard
23959,61.88,105.2,180ft aquifer
23959,105.2,141.5,Middle aquitard
23959,141.5,316.19,400ft aquifer
23959,316.19,393.26,Deep aquitard
23959,393.26, ---,Paso Robles
23959, ---,61.88,Salinas aquitard
24376,59.21, ---,Salinas aquitard
24376, ---,59.21,Shallow aquifer
24519,18.23,174.48,Salinas aquitard
24519,174.48, ---,180ft aquifer
24519, ---,18.23,Shallow aquifer
24520,48.67,84.89,Salinas aquitard
24520,84.89,203.29,180ft aquifer
24520,203.29,254.36,Middle aquitard
24520,254.36,376.56,400ft aquifer
24520,376.56, ---,Deep aquitard
24520, ---,48.67,Shallow aquifer
24524,70.6,141.73,Salinas aquitard
24524,141.73,263.59,180ft aquifer
24524,263.59,303.99,Middle aquitard
24524,303.99, ---,400ft aquifer
24524, ---,70.6,Shallow aquifer
24525,161.36,267.41,Salinas aquitard
24525,267.41,375.99,180ft aquifer
24525,375.99,461.84,Middle aquitard
24525,461.84, ---,400ft aquifer
24525, ---,161.36,Shallow aquifer
24565,78.81,109.49,180ft aquifer
24565,109.49,152.43,Middle aquitard
24565,152.43,228.1,400ft aquifer
24565,228.1, ---,Deep aquitard
24565, ---,78.81,Salinas aquitard
24588,193.62,210.78,Salinas aquitard
24588,210.78,409.76,180ft aquifer
24588,409.76,426.91,Middle aquitard
24588,426.91,557.28,400ft aquifer
24588,557.28,657.22,Deep aquitard
24588,657.22, ---,Paso Robles
24588, ---,193.62,Shallow aquifer
24589,141.68,247.24,Salinas aquitard
24589,247.24,420.56,180ft aquifer
24589,420.56,488.18,Middle aquitard
24589,488.18,655.21,400ft aquifer
24589,655.21,705.59,Deep aquitard
24589,705.59, ---,Paso Robles
24589, ---,141.68,Shallow aquifer
24644,58.6,87.92,Salinas aquitard
24644,87.92,204.31,180ft aquifer
24644,204.31,290.46,Middle aquitard
24644,290.46,545.9,400ft aquifer
24644,545.9, ---,Deep aquitard
24644, ---,58.6,Shallow aquifer
24645,46.85,70.4,Salinas aquitard
24645,70.4, ---,180ft aquifer
24645, ---,46.85,Shallow aquifer
24646,16.68,138.1,Salinas aquitard
24646,138.1,295.56,180ft aquifer
24646,295.56,446.08,Middle aquitard
24646,446.08,663.72,400ft aquifer
24646,663.72, ---,Deep aquitard
24833,83.73,177.26,180ft aquifer
24833,177.26,272.59,Middle aquitard
24833,272.59,436.75,400ft aquifer
24833,436.75, ---,Deep aquitard
24833, ---,83.73,Salinas aquitard
24835,79.82,103.63,Salinas aquitard
24835,103.63,216.44,180ft aquifer
24835,216.44,257.25,Middle aquitard
24835,257.25,413.11,400ft aquifer
24835,413.11, ---,Deep aquitard
24835, ---,79.82,Shallow aquifer
24996,45.55,119.94,Salinas aquitard
24996,119.94,208.75,180ft aquifer
24996,208.75,397.84,Middle aquitard
24996,397.84, ---,400ft aquifer
24996, ---,45.55,Shallow aquifer
25054,143.74,198.83,Salinas aquitard
25054,198.83,253.65,180ft aquifer
25054,253.65,309.8,Middle aquitard
25054,309.8,471.23,400ft aquifer
25054,471.23,650.2,Deep aquitard
25054,650.2, ---,Paso Robles
25054, ---,143.74,Shallow aquifer
25073,65.77,193.29,180ft aquifer
25073,193.29, ---,Middle aquitard
25073,259.25, ---,Deep aquitard
25073, ---,259.25,400ft aquifer
25073, ---,65.77,Salinas aquitard
25318,52.79,127.48,180ft aquifer
25318,127.48,182.47,Middle aquitard
25318,182.47,276.87,400ft aquifer
25318,276.87,711.41,Deep aquitard
25318,711.41, ---,Paso Robles
25318, ---,52.79,Salinas aquitard
25336,94.2,121.01,Salinas aquitard
25336,121.01,302.43,180ft aquifer
25336,302.43,470.41,Middle aquitard
25336,470.41, ---,400ft aquifer
25336, ---,94.2,Shallow aquifer
25373,69.26,145.69,Salinas aquitard
25373,145.69, ---,180ft aquifer
25373, ---,69.26,Shallow aquifer
25413,120.8,235.39,180ft aquifer
25413,235.39, ---,Middle aquitard
25413, ---,120.8,Salinas aquitard
25533,117.31,296.92,180ft aquifer
25533,296.92,411.42,Middle aquitard
25533,411.42,566.74,400ft aquifer
25533,566.74, ---,Deep aquitard
25533, ---,117.31,Salinas aquitard
25553,66.11,218.34,180ft aquifer
25553,218.34,272.17,Middle aquitard
25553,272.17, ---,400ft aquifer
25553, ---,66.11,Salinas aquitard
25573,7.92,57.25,Salinas aquitard
25573,57.25, ---,180ft aquifer
25573, ---,7.92,Shallow aquifer
13S02E28B01,75.82,265.83,180ft aquifer
13S02E28B01,265.83, ---,400ft aquifer
13S02E28B01,265.83,265.83,Middle aquitard
13S02E28E01,257.62,282.63,Middle aquitard
13S02E28E01,282.63,812.67,400ft aquifer
13S02E28E01,812.67, ---,Deep aquitard
13S02E28M02,16.7,256.74,180ft aquifer
13S02E28M02,256.74,281.74,Middle aquitard
13S02E28M02,281.74, ---,400ft aquifer
13S02E29J01,32.88,217.89,180ft aquifer
13S02E29J01,217.89, ---,400ft aquifer
13S02E29J01,217.89,217.89,Middle aquitard
13S02E32J03,82.55,182.55,180ft aquifer
13S02E32J03,182.55,362.58,Middle aquitard
13S02E32J03,362.58, ---,400ft aquifer
13S02E32M02,102.89,177.9,180ft aquifer
13S02E32M02,177.9,227.9,Middle aquitard
13S02E32M02,227.9,592.91,400ft aquifer
13S02E32M02,592.91, ---,Deep aquitard
13S02E32M02, ---, ---,Paso Robles
13S02E32M02, ---, ---,Salinas aquitard
13S02E32M02, ---, ---,Shallow aquifer
13S02E32N01,109.88,242.89,180ft aquifer
13S02E32N01,242.89, ---,400ft aquifer
13S02E32N01, ---,242.89,Middle aquitard
13S03E32Q01,0,5.61,Salinas aquitard
13S03E32Q01,5.61,145.61,180ft aquifer
13S03E32Q01,145.61, ---,Middle aquitard
13S03E32Q01,550.62, ---,Paso Robles
14S/02E-16G01,97.73,262.73,180ft aquifer
14S/02E-16G01,262.73,362.73,Middle aquitard
14S/02E-16G01,362.73,462.73,400ft aquifer
14S/02E-16G01,462.73,462.73,Deep aquitard
14S/02E-16G01,462.73, ---,Paso Robles
14S/02E-16G01, ---,97.73,Salinas aquitard
14S/02E-17K1,103.39,133.39,Salinas aquitard
14S/02E-17K1,133.39,363.39,180ft aquifer
14S/02E-17K1,363.39,433.39,Middle aquitard
14S/02E-17K1,433.39,553.39,400ft aquifer
14S/02E-17K1,553.39,553.39,Deep aquitard
14S/02E-17K1,553.39, ---,Paso Robles
14S/02E-20B1-3,133.56,183.56,Salinas aquitard
14S/02E-20B1-3,183.56,403.56,180ft aquifer
14S/02E-20B1-3,403.56,503.56,Middle aquitard
14S/02E-20B1-3,503.56,593.56,400ft aquifer
14S/02E-20B1-3,593.56,593.56,Deep aquitard
14S/02E-20B1-3,593.56, ---,Paso Robles
14S/02E-21E1,130.45,160.45,Salinas aquitard
14S/02E-21E1,160.45,390.45,180ft aquifer
14S/02E-21E1,390.45,475.45,Middle aquitard
14S/02E-21E1,475.45,585.45,400ft aquifer
14S/02E-21E1,585.45,585.45,Deep aquitard
14S/02E-21E1,585.45, ---,Paso Robles
14S/02E-21N1,122.99,172.99,Salinas aquitard
14S/02E-21N1,172.99,432.99,180ft aquifer
14S/02E-21N1,432.99,442.99,Middle aquitard
14S/02E-21N1,442.99,582.99,400ft aquifer
14S/02E-21N1,582.99,582.99,Deep aquitard
14S/02E-21N1,582.99, ---,Paso Robles
14S/02E-28C1,38.93,343.93,180ft aquifer
14S/02E-28C1,343.93,373.93,Middle aquitard
14S/02E-28C1,373.93,493.93,400ft aquifer
14S/02E-28C1,493.93,493.93,Deep aquitard
14S/02E-28C1,493.93, ---,Paso Robles
14S/02E-28C1, ---,38.93,Salinas aquitard
14S/2E-10M2,17.12,102.12,Salinas aquitard
14S/2E-10M2,102.12,267.12,180ft aquifer
14S/2E-10M2,267.12,377.12,Middle aquitard
14S/2E-10M2,377.12,477.12,400ft aquifer
14S/2E-10M2,477.12,477.12,Deep aquitard
14S/2E-22K,23.24,173.24,Salinas aquitard
14S/2E-22K,173.24,313.24,180ft aquifer
14S/2E-22K,313.24,328.24,Middle aquitard
14S/2E-22K,328.24,523.24,400ft aquifer
14S/2E-22K,523.24, ---,Deep aquitard
14S/2E-27N1,46.12,146.12,Salinas aquitard
14S/2E-27N1,146.12,241.28,180ft aquifer
14S/2E-27N1,241.28,341.12,Middle aquitard
14S/2E-27N1,341.12,486.12,400ft aquifer
14S/2E-27N1,486.12, ---,Deep aquitard
14S/2E-28H2,66.12,126.12,Salinas aquitard
14S/2E-28H2,126.12,326.12,180ft aquifer
14S/2E-28H2,326.12,346.12,Middle aquitard
14S/2E-28H2,346.12,516.12,400ft aquifer
14S/2E-28H2,516.12, ---,Deep aquitard
14S/2E-33Q,136.68,276.68,Salinas aquitard
14S/2E-33Q,276.68,426.68,180ft aquifer
14S/2E-33Q,426.68,451.68,Middle aquitard
14S/2E-33Q,451.68,576.68,400ft aquifer
14S/2E-33Q,576.68, ---,Deep aquitard
14S01E13J02,211.39,341.39,180ft aquifer
14S01E13J02,341.39,416.39,Middle aquitard
14S01E13J02,416.39, ---,400ft aquifer
14S01E24L05,286.17,341.19,180ft aquifer
14S01E24L05,341.19,391.19,Middle aquitard
14S01E24L05,391.19,711.19,400ft aquifer
14S01E24L05,711.19, ---,Deep aquitard
14S01E24L53, ---, ---,180ft aquifer
14S01E24L53, ---, ---,400ft aquifer
14S01E24L53, ---, ---,Deep aquitard
14S01E24L53, ---, ---,Middle aquitard
14S01E24L53, ---, ---,Paso Robles
14S01E24L53, ---, ---,Salinas aquitard
14S01E24L53, ---, ---,Shallow aquifer
14S02E07A02,122.64,322.65,180ft aquifer
14S02E07A02,322.65, ---,400ft aquifer
14S02E07A02,322.65,322.65,Middle aquitard
14S02E07F02,174.29,319.31,180ft aquifer
14S02E07F02,319.31,609.31,400ft aquifer
14S02E07F02,319.31,319.31,Middle aquitard
14S02E07F02,609.31, ---,Deep aquitard
14S02E12E01,143.77,273.77,180ft aquifer
14S02E12E01,273.77,608.79,400ft aquifer
14S02E12E01,273.77,273.77,Middle aquitard
14S02E12E01,608.79, ---,Deep aquitard
14S02E13F02,112.67,307.69,180ft aquifer
14S02E13F02,307.69, ---,400ft aquifer
14S02E13F02,307.69,307.69,Middle aquitard
14S02E13G01,78.05,323.08,180ft aquifer
14S02E13G01,323.08,418.07,Middle aquitard
14S02E13G01,418.07,583.07,400ft aquifer
14S02E13G01,583.07, ---,Deep aquitard
14S02E15A01,129.01,324,180ft aquifer
14S02E15A01,324,389.03,Middle aquitard
14S02E15A01,389.03,584.02,400ft aquifer
14S02E15A01,584.02, ---,Deep aquitard
14S02E18E01,174.42,349.43,180ft aquifer
14S02E18E01,349.43,674.44,400ft aquifer
14S02E18E01,349.43,349.43,Middle aquitard
14S02E18E01,674.44, ---,Deep aquitard
14S02E26A06,217.4,357.76,180ft aquifer
14S02E26A06,357.76,372.75,Middle aquitard
14S02E26A06,372.75, ---,400ft aquifer
14S02E26A06, ---,217.4,Salinas aquitard
14S03E11E51,55.38,305.4,180ft aquifer
14S03E11E51,305.4,350.38,Middle aquitard
14S03E11E51,350.38, ---,400ft aquifer
14S03E22D01,140.49,350.51,180ft aquifer
14S03E22D01,350.51,475.52,Middle aquitard
14S03E22D01,475.52,520.53,400ft aquifer
14S03E22D01,520.53, ---,Deep aquitard
14S03E22E51,78.71,348.74,180ft aquifer
14S03E22E51,348.74,443.72,Middle aquitard
14S03E22E51,443.72,553.73,400ft aquifer
14S03E22E51,553.73, ---,Deep aquitard
14S03E28N01,132.75,247.75,180ft aquifer
14S03E28N01,247.75,272.75,Middle aquitard
14S03E28N01,272.75, ---,400ft aquifer
15S/03E-28A01,1101.03,2811.03,Purisima
15S/2E-12A1,22.88,102.88,Salinas aquitard
15S/2E-12A1,102.88,292.88,180ft aquifer
15S/2E-12A1,292.88,352.88,Middle aquitard
15S/2E-12A1,352.88,467.88,400ft aquifer
15S/2E-12A1,467.88, ---,Deep aquitard
15S/2E-2L,52.17,137.17,Salinas aquitard
15S/2E-2L,137.17,347.17,180ft aquifer
15S/2E-2L,347.17,387.17,Middle aquitard
15S/2E-2L,387.17,452.17,400ft aquifer
15S/2E-2L,452.17, ---,Deep aquitard
15S/2E-4A,163.2,293.2,Salinas aquitard
15S/2E-4A,293.2,473.2,180ft aquifer
15S/2E-4A,473.2,503.2,Middle aquitard
15S/2E-4A,503.2,593.2,400ft aquifer
15S/2E-4A,593.2, ---,Deep aquitard
15S/2E-4C,138.33,228.33,Salinas aquitard
15S/2E-4C,228.33,418.33,180ft aquifer
15S/2E-4C,418.33,438.33,Middle aquitard
15S/2E-4C,438.33,538.33,400ft aquifer
15S/2E-4C,538.33, ---,Deep aquitard
15S03E14N,58.34,183.34,Salinas aquitard
15S03E14N,183.34,208.34,180ft aquifer
15S03E14N,208.34,418.36,Middle aquitard
15S03E14N,418.36,608.36,400ft aquifer
15S03E14N,608.36, ---,Deep aquitard
15S03E15J,40.16,185.18,Salinas aquitard
15S03E15J,185.18,210.18,180ft aquifer
15S03E15J,210.18,420.16,Middle aquitard
15S03E15J,420.16,610.2,400ft aquifer
15S03E15J,610.2, ---,Deep aquitard
15S03E17H,35.57,155.59,Salinas aquitard
15S03E17H,155.59,260.58,180ft aquifer
15S03E17H,260.58,330.59,Middle aquitard
15S03E17H,330.59,425.61,400ft aquifer
15S03E17H,425.61,585.59,Deep aquitard
15S03E17H,585.59, ---,Paso Robles
15S03E22C,92.98,142.99,Salinas aquitard
15S03E22C,142.99,147.97,180ft aquifer
15S03E22C,147.97,393,Middle aquitard
15S03E22C,393,393,400ft aquifer
15S03E22C,393, ---,Deep aquitard
15S03E22C, ---, ---,Paso Robles
15S03E22C, ---, ---,Shallow aquifer
15S03E26KA,41.27,121.27,Salinas aquitard
15S03E26KA,121.27,311.27,180ft aquifer
15S03E26KA,311.27, ---,Middle aquitard
15S03E26KA, ---, ---,400ft aquifer
15S03E26KA, ---, ---,Deep aquitard
15S03E26KA, ---, ---,Paso Robles
15S03E26KA, ---, ---,Shallow aquifer
15S03E27D,43.05,73.04,Salinas aquitard
15S03E27D,73.04,163.07,180ft aquifer
15S03E27D,163.07,373.05,Middle aquitard
15S03E27D,373.05,493.07,400ft aquifer
15S03E27D,493.07, ---,Deep aquitard
15S03E27D, ---, ---,Paso Robles
15S03E27D, ---, ---,Shallow aquifer
16S04E06CA,115.52,180.52,Salinas aquitard
16S04E06CA,180.52,295.52,180ft aquifer
16S04E06CA,295.52, ---,Middle aquitard
26-01,382.64,545.94,400ft aquifer
26-01,545.94,645.94,Deep aquitard
26-01,645.94, ---,Paso Robles
APN227021014,119.26,324.29,180ft aquifer
APN227021014,324.29,449.3,Middle aquitard
APN227021014,449.3,674.31,400ft aquifer
APN227021014,674.31, ---,Deep aquitard
APN414013005,114.05,354.05,180ft aquifer
APN414013005,354.05,379.05,Middle aquitard
APN414013005,379.05, ---,400ft aquifer
Armstrong,434.07,514.07,400ft aquifer
Armstrong,514.07,634.07,Deep aquitard
Armstrong,634.07, ---,Paso Robles
bend in section C-C',482.71, ---,Paso Robles
bend in section C-C',1602.71,2282.71,Purisima
Cal Water 40-01,491.9, ---,Paso Robles
Cal Water 40-01,1041.9,1941.9,Purisima
Castroville Water District well 3,373.03,573.03,400ft aquifer
Castroville Water District well 3,573.03,723.03,Deep aquitard
Castroville Water District well 3,723.03,1403.03,Paso Robles
Castroville Water District well 3,1403.03,1803.03,Purisima
County Test Hole No. 1 (Fontes),300.17,450.17,400ft aquifer
County Test Hole No. 1 (Fontes),450.17,650.17,Deep aquitard
County Test Hole No. 1 (Fontes),650.17, ---,Paso Robles
Fort Ord Site D (15S/2E-3E),315.05,530.05,180ft aquifer
Fort Ord Site D (15S/2E-3E),530.05,550.05,Middle aquitard
Fort Ord Site D (15S/2E-3E),550.05,620.05,400ft aquifer
Fort Ord Site D (15S/2E-3E),620.05,840.05,Deep aquitard
Fort Ord Site D (15S/2E-3E),840.05,1480.05,Paso Robles
Fort Ord Site D (15S/2E-3E),1480.05,2800.05,Purisima
Harbor Dev,423.07, ---,400ft aquifer
Harbor Dev,673.07, ---,Paso Robles
Hwy 101 (E. end of Tp),1518.59,1548.59,Purisima
JR Gillbergh Pura 1,2205.46,3105.46,Purisima
Lineberry Hwy 156,607.26, ---,Paso Robles
Luzerne,263.46,1013.46,Purisima
Marina No. 11 (14S/2E-32D),265.53,435.53,180ft aquifer
Marina No. 11 (14S/2E-32D),435.53,455.53,Middle aquitard
Marina No. 11 (14S/2E-32D),455.53,555.53,400ft aquifer
Marina No. 11 (14S/2E-32D),555.53,695.53,Deep aquitard
Marina No. 11 (14S/2E-32D),695.53,1365.53,Paso Robles
Marina No. 11 (14S/2E-32D),1365.53,2705.53,Purisima
Marina No. 11 (14S/2E-32D), ---,265.53,Salinas aquitard
Marina No. 12,701.39, ---,Paso Robles
Marina No. 12,1261.39,2551.39,Purisima
Marina Test well,421.91,621.91,400ft aquifer
Marina Test well,621.91,721.91,Deep aquitard
Marina Test well,721.91, ---,Paso Robles
Monterey Bay fault zone,321.84,1101.84,Purisima
Monterey County Mulligan Hill 1,460.41,510.41,400ft aquifer
Monterey County Mulligan Hill 1,510.41,635.41,Deep aquitard
Monterey County Mulligan Hill 1,635.41,1560.41,Paso Robles
Monterey County Mulligan Hill 1,1560.41,2200.41,Purisima
MPWMD FO-09,140.6,705.6,Paso Robles
MPWMD FO-09,705.6,865.6,Purisima
MPWMD FO-10,255.7,1005.7,Paso Robles
MPWMD FO-10,1005.7,1405.7,Purisima
Mty Dunes Colony #1,420.13, ---,Paso Robles
Mty Dunes Colony #1,1420.13,2220.13,Purisima
MW-3,106.1,231.1,180ft aquifer
MW-3,231.1,286.1,Middle aquitard
MW-3,286.1,566.1,400ft aquifer
MW-3,566.1,566.1,Deep aquitard
MW-3,566.1, ---,Paso Robles
MW-4,101.18,256.18,180ft aquifer
MW-4,256.18,296.18,Middle aquitard
MW-4,296.18,566.18,400ft aquifer
MW-4,566.18,566.18,Deep aquitard
MW-4,566.18, ---,Paso Robles
MW-5,51.36,86.36,Salinas aquitard
MW-5,86.36,316.36,180ft aquifer
MW-5,316.36,396.36,Middle aquitard
MW-5,396.36,536.36,400ft aquifer
MW-5,536.36,536.36,Deep aquitard
MW-5,536.36, ---,Paso Robles
MW-6,46.47,141.47,Salinas aquitard
MW-6,141.47,331.47,180ft aquifer
MW-6,331.47,381.47,Middle aquitard
MW-6,381.47,521.47,400ft aquifer
MW-6,521.47,521.47,Deep aquitard
MW-6,521.47, ---,Paso Robles
MW-7,101.82,291.82,180ft aquifer
MW-7,291.82,326.82,Middle aquitard
MW-7,326.82,551.82,400ft aquifer
MW-7,551.82,551.82,Deep aquitard
MW-7,551.82, ---,Paso Robles
MW-8,86.2,106.2,Salinas aquitard
MW-8,106.2,231.2,180ft aquifer
MW-8,231.2,296.2,Middle aquitard
MW-8,296.2, ---,400ft aquifer
MW-9,37.69,77.69,Salinas aquitard
MW-9,77.69,227.69,180ft aquifer
MW-9,227.69,342.69,Middle aquitard
MW-9,342.69,462.69,400ft aquifer
MW-9,462.69,462.69,Deep aquitard
MW-9,462.69, ---,Paso Robles
NE end section C-C',1215.81,1675.81,Purisima
Nestle (Test hole),106.79,196.64,180ft aquifer
Nestle (Test hole),196.64,361.12,Middle aquitard
Nestle (Test hole),361.12,487.67,400ft aquifer
Nestle (Test hole),487.67,612.67,Deep aquitard
Nestle (Test hole),612.67,1362.67,Paso Robles
Nestle (Test hole),1362.67, ---,Purisima
Nestle (Test hole), ---,106.79,Salinas aquitard
PG&E Co. No. 1 Test Hole,720.49,1570.49,Paso Robles
PG&E Co. No. 1 Test Hole,1570.49, ---,Purisima
Playa T15S/R1E-24,967.18,1617.18,Purisima
Strawberry City No. 1,533.34, ---,Paso Robles
Strawberry City No. 2,575.4, ---,Paso Robles
T14S/R2E-19,378.42,578.42,400ft aquifer
T14S/R2E-19,578.42,778.42,Deep aquitard
T14S/R2E-19,778.42, ---,Paso Robles
T14S/R2E-31 (617ft),488.93,588.93,400ft aquifer
T14S/R2E-31 (617ft),588.93,763.93,Deep aquitard
T14S/R2E-31 (617ft),763.93, ---,Paso Robles
T14S/R2E-31 (760ft),639.89, ---,Paso Robles
T14S/R4E-20,696.54, ---,Paso Robles
T15S/R1E-01 (836ft),752.93, ---,Paso Robles
T15S/R1E-01 (856ft),611.21, ---,Paso Robles
T15S/R1E-01 (862ft),716.76, ---,Paso Robles
T15S/R2E-32E,543.08,593.08,400ft aquifer
T15S/R2E-32E,593.08,693.08,Deep aquitard
T15S/R2E-32E,693.08, ---,Paso Robles
TEPI King City Nose CH1 (#34),831.46,1161.46,Purisima
USGS DMW-1,0,80,Salinas aquitard
USGS DMW-1,80,180,180ft aquifer
USGS DMW-1,180,250,Middle aquitard
USGS DMW-1,250,670,400ft aquifer
USGS DMW-1,670,955,Paso Robles
USGS DMW-1,955,2012,Purisima
xsec D syncline axis,1752.96,2602.96,Purisima
